gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
female,29,29,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,6,9,'math education',50.0,20.0,10.0,10.0,5.0,5.0,10.0,47.0,16.0,12.0,3.0,12.0,7,9,8,9,5,9.0,8.0,8.0,6.0,6.0,7.0,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,0.03,4,8.0,1
female,28,23,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,2,'international affairs - economic development',11.11,17.78,17.78,17.78,17.78,17.78,14.55,16.36,18.18,18.18,16.36,16.36,9,10,10,10,8,6.0,3.0,7.0,4.0,5.0,4.0,5,1,8,10,9,8,8,4,1,8,1,9,8,9,10,7,7,0.36,3,4.0,0
male,27,30,'Black/African American','Latino/Hispanic American',0,2,1,Business,15.0,20.0,20.0,20.0,5.0,10.0,40.0,20.0,20.0,20.0,0.0,0.0,7,8,3,8,5,6.0,7.0,7.0,6.0,5.0,5.0,6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1,0.43,3,6.0,0
male,23,22,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,3,8,'Biomedical Engineering',10.0,25.0,25.0,10.0,10.0,20.0,15.0,25.0,20.0,10.0,10.0,20.0,7,10,10,9,8,6.0,6.0,6.0,6.0,6.0,6.0,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,0.12,5,6.0,0
female,26,31,European/Caucasian-American,European/Caucasian-American,1,8,6,business,17.78,17.78,17.78,17.78,13.33,15.56,19.61,15.69,17.65,15.69,17.65,13.73,9,5,9,10,10,6.0,8.0,8.0,5.0,6.0,6.0,10,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7,0.23,4,6.0,0
male,32,28,European/Caucasian-American,European/Caucasian-American,1,5,9,education,15.0,20.0,35.0,15.0,5.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7,8,9,9,7,8.0,10.0,10.0,8.0,10.0,4.0,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,0.53,7,5.0,0
female,24,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,5,5,'Biology PhD',20.0,14.0,18.0,16.0,16.0,16.0,10.0,20.0,20.0,20.0,20.0,10.0,8,10,10,9,8,6.0,8.0,7.0,6.0,6.0,2.0,7,5,1,8,7,6,7,3,1,7,8,6,9,9,8,8,7,0.53,6,5.0,0
male,30,29,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,MBA,10.0,47.0,16.0,12.0,3.0,12.0,50.0,0.0,20.0,20.0,0.0,10.0,7,3,8,8,5,8.0,9.0,9.0,8.0,5.0,5.0,8,1,5,10,6,10,4,3,8,4,1,10,10,8,9,1,1,0.46,7,7.0,1
female,26,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,3,English,20.0,30.0,10.0,20.0,0.0,20.0,15.0,15.0,25.0,20.0,5.0,20.0,8,7,8,9,5,6.0,8.0,8.0,8.0,7.0,8.0,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.32,3,6.0,0
male,27,21,European/Caucasian-American,European/Caucasian-American,1,1,1,business,20.0,30.0,20.0,20.0,0.0,10.0,75.0,5.0,5.0,5.0,5.0,5.0,7,7,8,8,8,8.0,8.0,9.0,9.0,8.0,7.0,10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,0.04,4,7.0,1
female,22,30,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,2,4,Law,35.0,15.0,25.0,10.0,5.0,10.0,15.0,15.0,25.0,20.0,15.0,10.0,6,6,5,7,7,7.0,7.0,8.0,7.0,7.0,7.0,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.31,7,8.0,1
female,26,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,1,nutrition,10.0,15.0,25.0,15.0,15.0,20.0,16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,5.0,6.0,7.0,5.0,7.0,5.0,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.5,6,5.0,0
male,30,26,European/Caucasian-American,European/Caucasian-American,1,2,2,Finance&Economics,20.0,25.0,20.0,15.0,15.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,8,7,9,9,3,6.0,6.0,6.0,5.0,8.0,4.0,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,0.16,8,5.0,1
male,23,24,'Asian/Pacific Islander/Asian-American',Other,0,2,2,'Industrial Engineering/Operations Research',50.0,20.0,10.0,5.0,10.0,5.0,40.0,30.0,0.0,20.0,0.0,10.0,8,9,9,9,8,4.0,9.0,8.0,6.0,7.0,5.0,10,10,7,8,3,5,4,3,8,3,10,5,10,10,9,9,3,0.2,7,3.0,0
male,29,24,European/Caucasian-American,Other,0,1,1,Math,50.0,20.0,10.0,5.0,10.0,5.0,30.0,20.0,20.0,20.0,10.0,0.0,7,8,8,8,8,7.0,7.0,8.0,4.0,7.0,7.0,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,0.56,8,5.0,0
female,23,25,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,2,4,Law,20.0,20.0,20.0,20.0,5.0,15.0,10.0,20.0,20.0,20.0,20.0,10.0,7,8,9,8,8,8.0,7.0,7.0,7.0,7.0,7.0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,0.16,3,9.0,1
male,23,28,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,3,4,'physics [astrophysics]',9.76,19.51,19.51,14.63,19.51,17.07,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,7.0,9.0,8.0,6.0,7.0,6.0,2,4,4,6,7,4,7,7,6,8,6,5,8,4,9,5,1,0.22,7,7.0,1
female,27,29,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,3,'Elementary Education',50.0,20.0,10.0,10.0,5.0,5.0,10.0,20.0,20.0,15.0,20.0,15.0,5,8,7,8,8,7.5,8.0,8.0,7.0,7.0,5.5,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,0.28,3,7.0,1
female,29,24,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,medicine,25.0,26.0,15.0,10.0,9.0,15.0,10.0,20.0,25.0,25.0,10.0,10.0,4,9,5,8,6,2.0,6.0,7.0,2.0,2.0,2.0,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,0.5,4,4.0,0
male,23,26,European/Caucasian-American,European/Caucasian-American,1,1,1,'Computer Science',30.0,10.0,20.0,10.0,10.0,20.0,30.0,0.0,30.0,15.0,15.0,10.0,7,5,6,8,8,6.0,6.0,6.0,6.0,6.0,6.0,1,1,2,4,4,4,8,1,3,6,1,5,6,7,7,3,1,0.61,7,5.0,1
male,25,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,9,6,'Operations Research',20.0,25.0,20.0,15.0,15.0,5.0,25.0,20.0,25.0,20.0,10.0,0.0,3,10,8,9,5,5.0,8.0,9.0,7.0,8.0,4.0,4,9,3,7,7,8,5,7,9,7,5,5,8,8,10,4,2,-0.04,3,3.0,0
female,28,26,European/Caucasian-American,European/Caucasian-American,1,3,3,'International Relations',12.0,20.0,20.0,20.0,16.0,12.0,8.51,19.15,19.15,19.15,19.15,14.89,8,8,8,8,8,5.0,6.0,6.0,4.0,4.0,4.0,8,4,5,8,8,8,8,3,6,6,6,5,8,7,10,9,8,0.47,4,5.0,0
female,29,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'International Affairs/Finance',16.98,16.98,18.87,16.98,13.21,16.98,9.52,23.81,16.67,16.67,16.67,16.67,9,10,8,8,6,5.0,5.0,5.0,5.0,5.0,7.0,5,4,6,6,8,8,4,4,6,8,4,6,5,9,9,6,5,0.71,5,7.0,1
male,27,23,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,5,5,'medicine and biochemistry',10.0,15.0,40.0,15.0,10.0,10.0,20.0,20.0,15.0,15.0,12.0,18.0,6,9,7,9,9,5.0,8.0,7.0,6.0,5.0,6.0,9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,0.33,6,6.0,1
female,22,22,European/Caucasian-American,'Latino/Hispanic American',0,1,1,Communications,10.0,20.0,35.0,10.0,5.0,20.0,15.0,20.0,20.0,20.0,5.0,20.0,7,9,9,9,4,5.0,7.0,7.0,7.0,7.0,6.0,2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,0.21,6,7.0,1
male,22,21,Other,European/Caucasian-American,0,1,1,Law,35.0,15.0,5.0,30.0,15.0,0.0,40.0,15.0,10.0,20.0,5.0,10.0,7,10,8,8,8,6.0,9.0,8.0,7.0,6.0,6.0,7,9,7,9,7,6,5,6,6,6,8,7,8,8,8,5,4,0.04,6,7.0,0
male,28,35,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,6,1,Business,15.22,17.39,17.39,17.39,15.22,17.39,20.45,20.45,20.45,18.18,18.18,2.27,7,7,6,7,8,5.0,8.0,7.0,7.0,5.0,5.0,8,1,7,8,6,6,6,1,8,7,3,4,8,4,7,1,7,0.51,4,6.0,0
male,22,26,European/Caucasian-American,European/Caucasian-American,1,1,1,Law,15.0,15.0,15.0,40.0,10.0,5.0,60.0,0.0,0.0,40.0,0.0,0.0,9,9,9,10,9,1.0,1.0,1.0,1.0,1.0,1.0,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.65,7,1.0,0
female,28,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,9,1,'International Affairs',15.56,17.78,17.78,17.78,17.78,13.33,16.36,16.36,18.18,18.18,16.36,14.55,7,9,9,9,9,6.0,10.0,10.0,6.0,10.0,10.0,9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7,0.05,5,6.0,0
male,21,23,European/Caucasian-American,European/Caucasian-American,1,8,2,Law,28.0,8.0,17.0,22.0,17.0,8.0,35.0,5.0,30.0,20.0,5.0,5.0,8,8,9,9,9,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10,10,7,7,7,3,1,3,5,5,10,8,10,8,5,0.53,7,10.0,0
female,29,31,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,medicine,16.0,16.0,20.0,16.0,16.0,16.0,10.0,20.0,25.0,25.0,10.0,10.0,4,9,5,8,6,3.0,3.0,8.0,2.0,2.0,2.0,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,0.43,4,5.0,0
male,24,23,'Latino/Hispanic American','Asian/Pacific Islander/Asian-American',0,3,1,Law,10.0,25.0,20.0,25.0,5.0,15.0,30.0,10.0,20.0,10.0,10.0,20.0,7,7,7,9,9,9.0,7.0,9.0,7.0,9.0,6.0,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0.35,5,9.0,1
female,24,25,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,3,3,Biology,20.0,30.0,10.0,15.0,0.0,25.0,15.0,20.0,15.0,20.0,15.0,15.0,7,9,10,8,8,3.0,7.0,7.0,4.0,7.0,3.0,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,-0.14,7,6.0,0
female,24,26,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,7,6,Nutrition,25.0,20.0,10.0,20.0,15.0,10.0,10.0,20.0,27.0,23.0,15.0,5.0,7,9,7,9,7,5.0,10.0,8.0,5.0,10.0,5.0,5,1,10,6,5,5,3,4,8,9,6,7,7,8,9,6,9,0.2,6,5.0,0
male,30,31,'Latino/Hispanic American','Black/African American',0,1,1,'International Affairs',14.58,16.67,20.83,18.75,16.67,12.5,18.6,20.93,23.26,23.26,2.33,11.63,8,8,8,9,3,5.0,9.0,9.0,8.0,7.0,8.0,5,2,7,9,9,6,8,1,9,9,1,8,9,9,10,1,7,0.71,5,7.0,0
male,30,27,European/Caucasian-American,European/Caucasian-American,1,2,8,journalism,15.0,15.0,20.0,20.0,15.0,15.0,25.0,25.0,25.0,25.0,0.0,0.0,9,10,10,10,7,7.0,7.0,7.0,7.0,7.0,7.0,8,10,4,10,10,10,1,1,4,8,6,9,10,7,8,9,10,0.27,6,6.0,0
male,26,24,European/Caucasian-American,European/Caucasian-American,1,7,3,'Molecular Biology',20.0,10.0,30.0,15.0,15.0,10.0,24.0,16.0,28.0,14.0,8.0,10.0,7,6,7,10,8,9.0,10.0,8.0,9.0,7.0,8.0,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,0.71,4,9.0,1
female,25,26,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,6,'Religion; GSAS',20.0,16.0,18.0,16.0,16.0,14.0,17.65,17.65,17.65,15.69,15.69,15.69,9,9,9,9,9,5.0,5.0,4.0,2.0,3.0,3.0,3,3,6,7,7,7,8,6,8,6,8,9,9,9,9,7,9,-0.1,6,3.0,0
male,27,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,7,3,Finance,15.0,15.0,25.0,20.0,15.0,10.0,35.0,20.0,20.0,20.0,0.0,5.0,8,9,7,8,5,7.0,8.0,8.0,8.0,7.0,7.0,8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19,7,7.0,0
male,27,28,Other,'Asian/Pacific Islander/Asian-American',0,6,1,'Law and Social Work',13.04,21.74,19.57,17.39,15.22,13.04,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,8.0,8.0,5.0,6.0,4.0,5.0,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,-0.05,5,7.0,0
female,24,27,European/Caucasian-American,European/Caucasian-American,1,4,5,'Art History',20.0,20.0,20.0,15.0,5.0,20.0,20.0,10.0,30.0,15.0,15.0,10.0,8,8,6,8,7,6.0,6.0,10.0,5.0,10.0,5.0,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,0.5,6,6.0,0
male,29,27,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,8,4,chemistry,19.0,20.0,19.0,14.0,13.0,15.0,30.0,25.0,18.0,18.0,4.0,5.0,7,10,5,7,7,2.0,8.0,8.0,7.0,8.0,9.0,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0.53,5,7.0,0
female,35,29,European/Caucasian-American,Other,0,1,1,Anthropology/Education,40.0,30.0,10.0,8.0,2.0,10.0,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,7.0,10.0,9.0,7.0,10.0,6.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.11,9,6.0,0
female,23,32,European/Caucasian-American,European/Caucasian-American,1,8,10,'marine geophysics',20.0,20.0,20.0,20.0,6.67,13.33,6.67,20.0,20.0,17.78,20.0,15.56,7,8,8,8,8,7.0,8.0,9.0,8.0,7.0,8.0,7,4,4,8,9,6,7,8,6,8,5,9,5,7,8,8,8,-0.06,8,7.0,1
male,26,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,Engineering,10.0,25.0,25.0,10.0,10.0,20.0,25.0,25.0,25.0,13.0,12.0,0.0,8,9,8,9,9,4.0,10.0,9.0,7.0,6.0,4.0,7,3,5,7,5,5,7,2,5,3,1,5,7,6,7,2,2,0.78,5,7.0,0
female,26,26,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,MBA,25.0,20.0,10.0,20.0,15.0,10.0,20.0,10.0,25.0,25.0,10.0,10.0,8,7,8,8,7,7.0,8.0,8.0,7.0,7.0,6.0,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,0.28,5,7.0,0
female,23,24,European/Caucasian-American,Other,0,10,9,'Social Work',20.0,20.0,25.0,25.0,5.0,5.0,10.0,15.0,40.0,15.0,10.0,10.0,9,10,10,9,10,4.0,6.0,6.0,4.0,5.0,6.0,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,-0.13,8,6.0,0
male,25,30,European/Caucasian-American,Other,0,3,7,'International Affairs',20.0,20.0,20.0,20.0,10.0,10.0,50.0,5.0,5.0,5.0,5.0,30.0,9,6,7,10,10,8.0,10.0,10.0,7.0,9.0,5.0,7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,0.33,3,7.0,0
female,25,30,European/Caucasian-American,European/Caucasian-American,1,1,1,'Masters in Public Administration',35.0,15.0,25.0,10.0,5.0,10.0,9.09,18.18,27.27,18.18,18.18,9.09,7,4,8,8,8,6.0,7.0,8.0,5.0,7.0,7.0,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0.05,6,6.0,1
female,26,23,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,5,'Communications in Education',25.0,20.0,20.0,20.0,5.0,10.0,9.0,17.0,23.0,15.0,14.0,22.0,7,10,2,9,8,6.0,5.0,5.0,6.0,6.0,3.0,2,1,1,7,2,2,6,8,1,10,3,7,8,8,8,1,4,0.19,2,3.0,0
female,30,39,European/Caucasian-American,European/Caucasian-American,1,3,5,'Masters of Social Work',40.0,20.0,15.0,20.0,0.0,5.0,20.0,25.0,15.0,15.0,15.0,10.0,7,9,9,8,9,8.0,8.0,8.0,1.0,1.0,1.0,2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,0.07,4,3.0,0
male,26,29,European/Caucasian-American,European/Caucasian-American,1,7,5,Business,14.0,20.0,18.0,24.0,18.0,6.0,18.0,18.0,18.0,19.0,13.0,14.0,7,9,8,10,7,5.0,7.0,7.0,8.0,5.0,6.0,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,-0.57,6,6.0,1
male,28,24,European/Caucasian-American,European/Caucasian-American,1,2,3,Microbiology,11.36,18.18,22.73,18.18,11.36,18.18,17.78,20.0,17.78,15.56,15.56,13.33,7,9,7,8,7,7.0,9.0,9.0,8.0,9.0,8.0,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,-0.11,6,8.0,0
female,23,24,European/Caucasian-American,European/Caucasian-American,1,2,4,Law,25.0,35.0,30.0,10.0,0.0,0.0,10.0,20.0,20.0,20.0,20.0,10.0,7,8,9,8,8,4.0,6.0,6.0,5.0,7.0,6.0,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,0.21,3,6.0,0
female,22,32,European/Caucasian-American,Other,0,7,1,English,20.0,10.0,30.0,20.0,10.0,10.0,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,6.0,8.0,8.0,6.0,8.0,6.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.34,1,6.0,0
female,22,30,European/Caucasian-American,'Latino/Hispanic American',0,8,5,Mathematics,18.6,20.93,23.26,23.26,2.33,11.63,15.38,19.23,19.23,19.23,15.38,11.54,7,10,9,10,8,6.0,8.0,8.0,9.0,8.0,6.0,8,8,9,7,6,4,4,1,6,8,7,7,9,6,7,7,1,0.24,3,7.0,0
female,23,24,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,law,100.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,20.0,25.0,5.0,15.0,5,7,8,9,5,8.0,9.0,9.0,9.0,10.0,7.0,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.43,4,9.0,1
male,22,22,European/Caucasian-American,European/Caucasian-American,1,6,6,Law,10.0,20.0,15.0,20.0,15.0,20.0,30.0,10.0,20.0,15.0,15.0,10.0,8,8,9,10,10,9.0,6.0,10.0,9.0,8.0,8.0,8,9,8,9,9,9,4,6,8,8,6,7,9,7,7,7,6,0.57,7,8.0,1
male,28,30,European/Caucasian-American,European/Caucasian-American,1,2,2,Medicine,30.0,20.0,30.0,10.0,0.0,10.0,40.0,15.0,20.0,10.0,5.0,10.0,8,9,8,8,8,7.0,9.0,9.0,7.0,9.0,7.0,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3,-0.24,6,7.0,0
male,24,22,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,5,1,'Industrial Engineering',10.0,25.0,25.0,10.0,10.0,20.0,20.0,15.0,20.0,20.0,15.0,10.0,5,7,6,5,7,4.0,5.0,5.0,4.0,3.0,2.0,6,4,4,5,7,8,8,9,6,7,4,9,9,9,9,6,3,0.48,7,6.0,0
female,25,26,European/Caucasian-American,European/Caucasian-American,1,10,2,'Social Work',20.0,35.0,20.0,10.0,10.0,5.0,20.0,20.0,15.0,15.0,15.0,15.0,7,9,7,8,6,7.0,8.0,8.0,6.0,10.0,6.0,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,-0.24,5,8.0,0
male,21,24,European/Caucasian-American,European/Caucasian-American,1,1,1,'Operations Research',20.0,10.0,30.0,15.0,15.0,10.0,25.0,10.0,25.0,5.0,10.0,25.0,10,7,6,10,10,8.0,6.0,7.0,5.0,7.0,8.0,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,0.64,6,8.0,1
male,29,29,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,1,Business,10.0,20.0,25.0,25.0,10.0,10.0,15.0,20.0,20.0,20.0,5.0,20.0,5,10,7,10,8,8.0,8.0,8.0,8.0,8.0,8.0,3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,0.56,5,8.0,1
male,26,25,European/Caucasian-American,'Black/African American',0,8,1,Neurobiology,11.54,13.46,19.23,19.23,19.23,17.31,21.28,17.02,21.28,12.77,6.38,21.28,7,10,7,10,10,7.0,8.0,8.0,9.0,8.0,7.0,1,2,8,7,8,8,10,1,2,10,4,8,6,10,10,1,7,0.48,3,8.0,1
male,27,22,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,'Electrical Engg.',25.0,7.0,25.0,25.0,8.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,9,9,9,9,9,10.0,10.0,10.0,10.0,10.0,10.0,9,6,6,6,4,4,8,6,6,8,1,5,3,3,7,2,7,-0.11,5,9.0,1
female,31,27,'Black/African American','Asian/Pacific Islander/Asian-American',0,2,2,'Public Administration',15.56,17.78,17.78,17.78,17.78,13.33,14.58,16.67,20.83,18.75,16.67,12.5,8,8,8,8,8,8.0,7.0,8.0,6.0,7.0,5.0,5,5,5,9,7,7,7,7,9,9,5,7,7,7,9,5,7,0.29,6,7.0,1
male,23,26,'Black/African American',European/Caucasian-American,0,1,1,LAW,20.0,25.0,20.0,15.0,15.0,5.0,20.0,25.0,25.0,10.0,10.0,10.0,6,10,10,9,10,6.0,9.0,9.0,8.0,9.0,7.0,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1,-0.12,7,7.0,1
male,26,26,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,3,2,'business school',15.0,15.0,15.0,20.0,20.0,15.0,25.0,20.0,10.0,20.0,15.0,10.0,7,8,8,7,7,8.0,8.0,8.0,7.0,6.0,5.0,7,9,6,6,3,3,1,7,8,6,8,5,8,7,8,6,2,0.3,6,7.0,1
male,30,24,'Asian/Pacific Islander/Asian-American',Other,0,6,6,'BUSINESS CONSULTING',20.0,30.0,10.0,10.0,10.0,20.0,50.0,10.0,10.0,10.0,5.0,15.0,6,7,6,7,7,6.0,6.0,5.0,5.0,4.0,5.0,10,10,8,7,8,8,5,5,6,5,6,9,10,9,8,4,4,0.18,7,6.0,0
male,29,24,European/Caucasian-American,European/Caucasian-American,1,1,1,Math,10.0,15.0,30.0,20.0,15.0,10.0,30.0,20.0,20.0,20.0,10.0,0.0,7,8,8,8,8,5.0,8.0,6.0,6.0,7.0,3.0,7,3,5,8,7,7,3,2,7,8,6,4,9,7,9,7,1,0.52,8,3.0,0
male,22,21,European/Caucasian-American,European/Caucasian-American,1,7,5,philosophy,15.0,15.0,25.0,25.0,20.0,0.0,25.0,40.0,15.0,10.0,5.0,5.0,9,10,9,9,9,7.0,6.0,8.0,9.0,7.0,7.0,10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,0.33,6,7.0,0
male,27,27,European/Caucasian-American,European/Caucasian-American,1,5,7,Business,15.09,18.87,18.87,16.98,16.98,13.21,17.78,17.78,22.22,20.0,15.56,6.67,5,6,9,8,9,5.0,6.0,6.0,4.0,5.0,5.0,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,-0.03,5,5.0,0
female,26,27,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,1,MBA,40.0,0.0,10.0,50.0,0.0,0.0,20.0,10.0,25.0,25.0,10.0,10.0,8,7,8,8,7,7.0,7.0,7.0,7.0,7.0,8.0,6,2,7,10,4,5,2,4,9,9,6,5,8,4,5,7,3,-0.19,5,7.0,0
female,25,25,European/Caucasian-American,European/Caucasian-American,1,9,9,biochemistry/genetics,30.0,30.0,40.0,0.0,0.0,0.0,18.0,18.0,18.0,18.0,18.0,10.0,8,9,10,9,10,1.0,1.0,10.0,1.0,9.0,1.0,3,1,5,7,3,3,6,6,9,8,9,6,8,8,8,3,1,0.14,5,3.0,0
male,23,25,European/Caucasian-American,European/Caucasian-American,1,6,8,'Computational Biochemsistry',15.38,17.31,17.31,17.31,17.31,15.38,17.02,21.28,17.02,21.28,14.89,8.51,8,10,10,9,8,9.0,7.0,8.0,6.0,8.0,6.0,9,3,10,8,6,7,7,4,7,3,1,9,6,4,6,7,1,0.21,6,7.0,1
female,26,23,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,3,3,Business,19.05,19.05,19.05,19.05,9.52,14.29,18.0,18.0,20.0,18.0,16.0,10.0,8,7,8,9,7,5.0,5.0,8.0,5.0,5.0,5.0,8,7,8,9,9,9,5,2,8,10,8,9,8,6,6,7,10,-0.15,5,5.0,0
female,23,30,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,2,2,'Electrical Engineering',35.0,10.0,20.0,25.0,5.0,5.0,20.0,10.0,10.0,30.0,15.0,15.0,8,4,10,8,8,6.0,6.0,6.0,7.0,3.0,5.0,6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8,-0.05,6,6.0,1
male,22,22,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,7,1,'Electrical Engineering',10.0,25.0,25.0,10.0,10.0,20.0,20.0,5.0,25.0,25.0,5.0,20.0,7,9,9,9,7,4.0,8.0,8.0,4.0,5.0,2.0,6,6,7,10,8,8,3,3,6,10,8,10,10,10,10,10,1,0.22,7,4.0,0
female,27,32,'Latino/Hispanic American','Latino/Hispanic American',1,5,7,'Electrical Engineering',20.0,20.0,20.0,15.0,10.0,15.0,16.0,19.0,16.0,17.0,15.0,17.0,6,8,7,7,7,6.0,6.0,8.0,5.0,7.0,7.0,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,0.66,7,6.0,0
male,27,24,European/Caucasian-American,European/Caucasian-American,1,2,5,Sociology,22.0,14.0,30.0,10.0,14.0,10.0,20.0,20.0,20.0,15.0,5.0,20.0,7,8,6,8,5,6.0,7.0,5.0,5.0,6.0,7.0,4,4,2,4,7,5,8,1,2,6,2,6,8,7,5,3,9,0.74,2,8.0,1
