priceRange,alcohol,noiseLevel,attire,delivery,parking,waiterService,outdoorSeating,caters,goodForGroups,goodForKids
$,none,average,casual,No,lot,No,No,Yes,Yes,
$,none,average,casual,No,lot,No,No,Yes,Yes,
$$,none,,,,lot,,,,,
$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,average,,,valet,,Yes,,Yes,
$$,none,,casual,No,,,Yes,,Yes,
$,none,loud,casual,Yes,street,Yes,No,Yes,Yes,
$$,beer_and_wine,quiet,casual,No,lot,No,No,,Yes,No
$,none,quiet,casual,Yes,lot,Yes,Yes,Yes,Yes,
$$,none,average,casual,No,,No,Yes,No,Yes,
$,none,,,,lot,,,,,
$$,none,,,,,,,,,
$$,beer_and_wine,quiet,casual,No,lot,Yes,No,Yes,Yes,
$$,none,,,,,,No,,,
$$,full_bar,loud,casual,No,,Yes,Yes,No,Yes,
$,none,,,,,,Yes,,,
$$$$,full_bar,average,dressy,No,lot,No,Yes,Yes,No,No
$,none,average,casual,No,,No,No,Yes,Yes,
$$$,full_bar,average,dressy,No,street,Yes,Yes,Yes,Yes,
$$,full_bar,average,casual,No,valet,Yes,Yes,No,Yes,
$$$,full_bar,,,No,lot,Yes,No,Yes,Yes,
$,beer_and_wine,average,casual,No,street,Yes,Yes,No,No,
$,none,,casual,No,,Yes,Yes,,Yes,
$$,none,,casual,No,,Yes,Yes,,Yes,
$,full_bar,quiet,casual,Yes,lot,,Yes,Yes,Yes,
$$$$,full_bar,,,No,,Yes,No,No,No,
$$$,none,,casual,No,,Yes,No,,Yes,
$$$,full_bar,very_loud,,,street,,Yes,,Yes,
$$,none,quiet,casual,Yes,lot,No,Yes,Yes,No,
$,none,,,,,,,,,
$$,full_bar,average,casual,No,,Yes,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,,Yes,Yes
$$,full_bar,loud,casual,No,street,No,Yes,No,Yes,
$$,none,average,casual,Yes,,No,No,No,No,
$$,full_bar,,casual,No,garage,Yes,Yes,,Yes,
$$,none,average,casual,No,lot,Yes,No,Yes,Yes,
$$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,none,,casual,No,,No,No,,Yes,
$,full_bar,average,casual,Yes,lot,No,No,No,Yes,Yes
$$,full_bar,average,,,,No,No,,Yes,
$$$,full_bar,quiet,dressy,No,street,Yes,No,Yes,Yes,
$,none,quiet,casual,Yes,,No,No,,Yes,
$$,none,average,casual,No,lot,Yes,Yes,No,Yes,
$,none,quiet,casual,No,,,No,,No,
$$,full_bar,average,casual,No,valet,Yes,Yes,No,Yes,
$,none,,,,lot,,,,,
$$$,full_bar,average,dressy,No,street,Yes,No,No,Yes,
$,none,average,casual,No,lot,Yes,Yes,No,Yes,
$$,full_bar,loud,casual,Yes,lot,No,No,Yes,Yes,
$$,full_bar,quiet,,,garage,,No,,Yes,
$,none,quiet,casual,No,lot,No,Yes,No,Yes,Yes
$,none,,casual,No,street,No,No,Yes,No,
$$,full_bar,loud,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,,casual,No,,,,,Yes,
$$,full_bar,quiet,casual,No,street,Yes,Yes,No,Yes,
$,none,,,,,,,,,
$,none,average,casual,No,lot,Yes,Yes,No,Yes,
$,none,loud,casual,Yes,,No,Yes,Yes,No,
$$,none,,casual,No,,,No,,No,
$,full_bar,very_loud,,,,Yes,Yes,,Yes,
$$,none,quiet,casual,No,lot,No,No,No,Yes,
$$,full_bar,average,casual,No,street,Yes,Yes,No,Yes,
$$,none,,,,garage,No,Yes,,,
$,full_bar,average,casual,No,street,No,No,No,Yes,
$,none,quiet,casual,No,,Yes,No,,Yes,
$,none,,casual,No,,Yes,,,Yes,
$$,full_bar,,casual,No,,No,No,,Yes,
$$,none,average,casual,No,valet,No,No,No,No,
$,none,,,No,street,,,,,
$$,none,,,,,,No,,,
$$,full_bar,average,casual,No,street,Yes,No,No,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,No,Yes,Yes,
$$,none,average,casual,No,lot,Yes,No,No,Yes,
$$,none,,,,,,,,,
$,none,average,casual,No,lot,No,Yes,Yes,No,
$,none,quiet,casual,No,lot,No,No,No,Yes,Yes
$$,none,average,casual,Yes,,Yes,No,,Yes,
$,full_bar,average,casual,Yes,lot,Yes,No,Yes,Yes,
$$,none,,,,,,,,,
$$,full_bar,very_loud,casual,No,lot,No,No,,Yes,
$$,full_bar,average,casual,No,lot,No,No,Yes,Yes,
$$,none,average,casual,No,lot,No,No,No,Yes,
$,none,,,,,,No,,,
$,none,,,,,,,,,
$,full_bar,quiet,casual,No,,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,Yes,Yes,
$$$,full_bar,average,casual,No,street,Yes,Yes,No,Yes,
$$,full_bar,loud,casual,No,,,No,Yes,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,No,No,Yes,
$,none,,,,lot,Yes,,,,
$,none,,,,lot,,,,,
$$,none,,,,lot,,,,,
$$,full_bar,average,casual,Yes,lot,Yes,Yes,,Yes,
$,none,loud,casual,No,,,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$,full_bar,loud,casual,No,street,No,Yes,Yes,Yes,
$,none,,casual,Yes,,No,No,,Yes,
$,none,,,,lot,,,,,
$$,beer_and_wine,average,casual,No,street,Yes,No,No,Yes,
$,none,quiet,casual,No,lot,,No,,No,
$$,beer_and_wine,quiet,casual,No,lot,Yes,No,,Yes,
$$,full_bar,average,casual,No,lot,,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,No,No,No,Yes,
$$$,full_bar,average,casual,No,garage,,No,No,Yes,
$,none,average,casual,No,street,Yes,No,Yes,No,
$$,full_bar,average,casual,No,garage,Yes,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,Yes,Yes,Yes,
$$,none,average,casual,,,No,,,,
$$,full_bar,average,casual,No,street,Yes,Yes,Yes,Yes,Yes
$$,beer_and_wine,average,casual,Yes,,Yes,Yes,Yes,Yes,
$,none,,casual,No,lot,Yes,Yes,,Yes,
$$,none,average,casual,No,lot,No,No,Yes,Yes,
$$,none,,,,lot,Yes,,,,
$$,none,,,,lot,,,,,
$$,none,,,,lot,,Yes,,,
$,beer_and_wine,average,casual,No,,Yes,Yes,Yes,Yes,
$,none,,,,street,Yes,,,,
$$,none,quiet,casual,,,Yes,Yes,,Yes,
$,none,average,casual,No,lot,No,Yes,No,Yes,
$$,none,,casual,Yes,,,No,,Yes,
$,none,loud,casual,Yes,,Yes,Yes,Yes,Yes,
$,none,loud,casual,Yes,,No,No,Yes,Yes,
$,beer_and_wine,average,casual,No,street,Yes,No,No,No,
$,none,very_loud,casual,No,,No,No,No,Yes,
$,none,average,casual,Yes,lot,Yes,Yes,Yes,Yes,
$,none,quiet,casual,No,,Yes,No,Yes,Yes,
$$,full_bar,loud,casual,No,street,Yes,Yes,No,Yes,
$$,none,,,,,,,,,
$$,beer_and_wine,average,casual,No,lot,No,Yes,Yes,Yes,
$,beer_and_wine,quiet,casual,Yes,lot,No,No,Yes,Yes,
$$,full_bar,very_loud,casual,No,,Yes,No,,Yes,
$$,full_bar,average,casual,Yes,lot,Yes,No,Yes,Yes,No
$$,full_bar,average,dressy,No,street,Yes,No,,Yes,
$,none,,,,street,Yes,No,,,
$,none,average,casual,No,,Yes,No,No,Yes,
$,none,average,casual,No,lot,Yes,Yes,No,Yes,Yes
$$,none,,,,lot,Yes,,,,
$,none,average,casual,Yes,lot,Yes,Yes,Yes,Yes,
$$,none,average,casual,No,,,No,,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,No,Yes,No,
$$,beer_and_wine,quiet,casual,Yes,lot,Yes,Yes,Yes,Yes,
$$,none,,,,,,,,,
$$,beer_and_wine,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,loud,,,,Yes,No,,Yes,
$$,none,average,casual,Yes,lot,Yes,No,Yes,No,
$,none,average,casual,No,lot,No,Yes,Yes,Yes,
$$,none,average,casual,No,lot,Yes,No,No,Yes,
$,none,average,casual,Yes,garage,Yes,Yes,Yes,Yes,
$,none,,casual,,,,No,,Yes,
$,none,average,casual,No,lot,No,No,No,Yes,
$$,none,quiet,casual,No,lot,Yes,Yes,Yes,Yes,Yes
$$$,none,,,,,,,,,
$,none,,,,lot,,,,,
$$,none,average,casual,No,,Yes,No,No,Yes,
$,none,,,,lot,Yes,,,,
$$,full_bar,average,casual,Yes,street,Yes,No,No,Yes,
$$,beer_and_wine,quiet,casual,Yes,,No,No,,Yes,
$$$,full_bar,average,casual,No,valet,Yes,Yes,Yes,Yes,
$,none,quiet,casual,No,,Yes,Yes,No,No,
$$,none,,,,,,,,,
$$,none,average,casual,No,lot,No,Yes,Yes,Yes,
$$,none,,,,lot,,Yes,,,
$$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,valet,Yes,Yes,Yes,Yes,
$$,none,,,,lot,,,,,
$,none,quiet,casual,No,lot,No,Yes,Yes,No,
$,none,average,casual,No,lot,Yes,No,Yes,Yes,
$$,full_bar,average,,,street,Yes,Yes,,Yes,
$,none,quiet,casual,No,lot,Yes,No,Yes,Yes,
$$,none,,casual,No,,,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,No,,Yes,
$,none,quiet,casual,No,lot,Yes,Yes,,No,
$$,none,,,,lot,Yes,Yes,,,
$,none,,casual,No,,,No,,Yes,
$$,beer_and_wine,quiet,casual,No,lot,Yes,No,,Yes,
$$,none,,,,,,,,,
$$,none,very_loud,casual,Yes,,No,No,Yes,No,
$$,full_bar,,casual,No,lot,Yes,Yes,,Yes,
$,full_bar,quiet,casual,Yes,lot,No,No,,Yes,
$$,none,average,casual,No,street,Yes,No,No,Yes,
$,beer_and_wine,loud,casual,No,,No,No,No,Yes,
$,beer_and_wine,,,No,lot,,No,,,
$$,beer_and_wine,,casual,,,,Yes,,Yes,
$,full_bar,loud,,,lot,,Yes,,Yes,
$,beer_and_wine,quiet,casual,Yes,lot,Yes,Yes,Yes,No,
$$,none,average,casual,Yes,lot,Yes,Yes,Yes,Yes,
$$,none,average,casual,,lot,,No,Yes,No,
$$,full_bar,average,casual,No,street,No,Yes,,Yes,
$,none,loud,casual,No,street,Yes,Yes,Yes,No,
$$,none,average,casual,No,lot,No,No,Yes,Yes,
$$$,none,,,,lot,,,,,
$,full_bar,very_loud,,,lot,,Yes,,Yes,
$,none,quiet,casual,Yes,,No,No,,Yes,
$,none,,,,lot,,,,,
$$,none,average,casual,No,,No,Yes,Yes,Yes,
$,none,,,,,,,,,
$$,beer_and_wine,quiet,casual,,,Yes,Yes,,Yes,
$,none,average,casual,No,,No,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,none,average,casual,,lot,No,Yes,,Yes,
$,none,average,casual,No,,No,Yes,Yes,Yes,
$,none,average,casual,No,,Yes,Yes,No,Yes,
$$,none,,,,,,,,,
$$,none,loud,casual,Yes,,,No,,Yes,
$,none,,,,street,,No,,,
$$,beer_and_wine,average,casual,Yes,,Yes,No,,Yes,
$$,full_bar,loud,casual,,lot,,Yes,,Yes,
$,full_bar,loud,casual,No,street,Yes,No,No,Yes,No
$,none,average,casual,Yes,lot,Yes,No,No,Yes,
$,none,,,,,,,,,
$$,full_bar,very_loud,casual,No,street,Yes,Yes,Yes,No,
$$$,full_bar,average,casual,No,garage,Yes,Yes,,Yes,
$$,full_bar,average,casual,No,garage,Yes,No,No,Yes,
$,beer_and_wine,quiet,casual,No,lot,Yes,No,Yes,Yes,
$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,garage,Yes,Yes,Yes,Yes,Yes
$$,full_bar,average,dressy,No,,Yes,Yes,,No,
$,none,quiet,casual,No,lot,Yes,No,No,Yes,
$$,none,,,,garage,,No,,,
$$,none,,,No,lot,,,,,
$,none,,casual,,lot,,Yes,,Yes,
$$,full_bar,average,casual,No,,No,No,No,Yes,
$$,full_bar,very_loud,casual,No,valet,No,No,No,Yes,
$,none,quiet,,No,,No,No,No,No,
$,none,average,casual,No,,No,No,Yes,Yes,
$,none,,,,lot,,,,,
$,beer_and_wine,very_loud,casual,No,lot,No,No,No,Yes,
$,none,average,casual,No,,Yes,No,,Yes,
$$,none,,,,,,,,,
$,none,average,casual,No,street,,No,No,Yes,
$$,full_bar,average,casual,No,lot,No,No,No,No,No
$$,beer_and_wine,average,casual,No,lot,Yes,No,No,Yes,
$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,street,Yes,Yes,No,Yes,
$,none,loud,casual,No,,Yes,No,,Yes,
$$,full_bar,average,casual,No,,Yes,Yes,Yes,Yes,
$$$$,full_bar,average,dressy,No,valet,Yes,No,No,Yes,No
$,none,average,casual,No,lot,Yes,No,Yes,Yes,Yes
$$,beer_and_wine,average,casual,Yes,street,Yes,No,,Yes,
$,none,quiet,casual,,,,No,Yes,Yes,
$$,beer_and_wine,quiet,casual,Yes,lot,Yes,No,Yes,Yes,
$,none,,casual,No,,,No,,Yes,
$,none,average,casual,No,,Yes,Yes,Yes,Yes,
$,none,average,casual,No,,No,No,Yes,Yes,
$$,none,,,,street,,,,,
$,none,average,casual,No,,Yes,No,,Yes,
$$,none,,,,,,,,,
$,none,average,casual,No,,Yes,Yes,No,Yes,
$$,full_bar,average,casual,No,lot,,Yes,No,Yes,
$$,none,loud,casual,,,Yes,No,,Yes,
$,none,average,casual,No,lot,Yes,No,No,Yes,
$$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,lot,Yes,No,Yes,Yes,
$$,none,,,,lot,,,,,
$,none,average,casual,No,lot,No,No,Yes,Yes,
$,none,,,,,,,Yes,,
$$,full_bar,,,,,Yes,Yes,,Yes,
$$,beer_and_wine,quiet,,,lot,,Yes,,Yes,
$$,full_bar,average,casual,Yes,,No,Yes,,No,
$,none,,,,garage,,,,,
$,none,,casual,No,,No,Yes,,No,
$$,none,average,casual,Yes,,No,No,No,Yes,
$$,full_bar,average,casual,No,lot,No,No,,Yes,
$$,none,average,casual,No,,Yes,Yes,,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,Yes,Yes,
$,none,,,,lot,,,,,
$,none,average,casual,No,garage,,Yes,Yes,Yes,
$$,full_bar,quiet,casual,No,lot,,No,No,Yes,
$$,full_bar,average,,,valet,,Yes,,Yes,
$,none,,casual,No,street,No,No,,No,Yes
$,full_bar,average,,,lot,,No,,Yes,
$$$,full_bar,average,,,,,No,,Yes,
$,none,quiet,casual,No,,No,No,No,Yes,
$,none,quiet,casual,No,lot,Yes,Yes,Yes,Yes,
$$,none,average,,Yes,,No,No,Yes,Yes,
$,none,average,casual,No,lot,Yes,No,Yes,Yes,
$,full_bar,average,,,,Yes,Yes,,Yes,
$$$,full_bar,average,casual,No,street,Yes,Yes,No,Yes,
$,none,loud,casual,No,,Yes,Yes,,Yes,
$,none,average,casual,No,lot,,No,Yes,Yes,
$$,beer_and_wine,average,casual,Yes,street,No,Yes,No,Yes,Yes
$,none,average,casual,Yes,lot,No,No,Yes,Yes,
$$,full_bar,very_loud,dressy,No,street,Yes,Yes,Yes,Yes,
$$,none,quiet,casual,No,,,No,,No,
$,none,quiet,casual,Yes,lot,Yes,No,No,No,
$$,full_bar,,casual,Yes,lot,Yes,,,Yes,
$,none,,,,lot,,Yes,,,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,none,,,,garage,,,,,
$$$$,full_bar,quiet,dressy,No,valet,Yes,Yes,No,Yes,Yes
$,none,,,,,,,,,
$,none,average,casual,Yes,street,No,No,No,Yes,
$$,full_bar,average,casual,No,,Yes,Yes,No,Yes,
$$,full_bar,average,casual,No,,Yes,No,,Yes,
$$,none,average,casual,,street,,Yes,No,Yes,
$$,none,,,,garage,,,,,
$$,full_bar,average,casual,No,,,Yes,,Yes,
$,none,average,casual,Yes,,Yes,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,No,lot,,No,No,Yes,
$$$,full_bar,average,casual,No,lot,No,No,Yes,Yes,Yes
$$,none,,,,lot,,,,,
$$,full_bar,average,,,,Yes,No,,Yes,
$,none,quiet,casual,Yes,lot,No,No,Yes,Yes,
$$,none,,,,lot,,,,,
$,none,,,,,,,,,
$,none,average,casual,No,lot,Yes,No,No,Yes,
$,full_bar,,casual,No,street,Yes,Yes,,Yes,
$$,beer_and_wine,quiet,casual,No,lot,No,Yes,Yes,No,Yes
$,none,quiet,casual,No,lot,Yes,No,Yes,Yes,
$,beer_and_wine,average,casual,Yes,lot,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,valet,Yes,Yes,,Yes,
$$,full_bar,average,dressy,No,valet,Yes,No,No,Yes,
$,none,average,casual,Yes,lot,No,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,,casual,No,,,Yes,,No,
$,none,,casual,No,garage,,Yes,,Yes,
$$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,lot,No,Yes,No,Yes,No
$$,none,,,,lot,,Yes,,,
$,none,average,casual,No,lot,,No,Yes,Yes,
$,full_bar,loud,casual,No,street,Yes,Yes,,Yes,
$,none,average,casual,Yes,valet,No,Yes,Yes,Yes,
$$$,none,average,casual,No,street,Yes,Yes,No,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,,casual,No,,,No,,No,
$$,none,average,casual,No,garage,No,No,No,No,
$$,none,quiet,,No,,No,No,Yes,,
$$,full_bar,average,casual,No,garage,No,No,No,Yes,No
$$,none,,,,lot,,,,,
$$,none,loud,casual,No,,Yes,Yes,Yes,No,
$$,none,average,casual,Yes,,No,No,,Yes,
$$,beer_and_wine,average,casual,No,garage,No,Yes,No,Yes,
$$,none,,,,,,,,,
$,none,,,,lot,,,,,
$,none,,,,,,,,Yes,
$$,beer_and_wine,average,casual,No,,Yes,No,No,Yes,
$,none,quiet,casual,No,lot,No,No,Yes,Yes,
$$,none,,,,,,,,,
$$,none,,,Yes,,Yes,,Yes,,
$,none,average,casual,Yes,,,No,Yes,Yes,
$$,none,quiet,casual,No,lot,Yes,No,No,No,
$,none,average,casual,No,lot,Yes,Yes,No,Yes,Yes
$$,none,quiet,casual,No,,,,,No,
$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,,,,,,,,,
$,none,,,,,,No,,,
$$,beer_and_wine,average,casual,No,lot,,No,Yes,Yes,
$,none,average,casual,Yes,lot,No,No,,Yes,
$$,full_bar,quiet,,,garage,No,No,,Yes,
$$,full_bar,average,casual,No,,,No,,Yes,
$,none,average,casual,No,,,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,Yes
$$,full_bar,average,casual,No,street,,No,,Yes,
$$,beer_and_wine,average,casual,No,lot,Yes,Yes,Yes,Yes,
$$,beer_and_wine,average,casual,Yes,lot,Yes,Yes,Yes,Yes,
$,none,average,casual,No,street,Yes,No,No,Yes,
$,none,average,casual,No,,No,Yes,No,Yes,
$$,none,,casual,Yes,,,No,,Yes,
$$$$,none,,dressy,No,,,Yes,,No,
$$,full_bar,average,casual,No,valet,Yes,Yes,Yes,Yes,
$,none,average,casual,No,lot,No,Yes,Yes,Yes,Yes
$,full_bar,very_loud,,,,,Yes,,Yes,
$$,beer_and_wine,quiet,casual,Yes,lot,Yes,No,No,Yes,
$$,none,,,,,,,,,
$$,beer_and_wine,average,casual,No,lot,No,No,No,Yes,
$,none,average,casual,No,lot,,No,,Yes,
$$,full_bar,loud,casual,No,street,Yes,No,No,Yes,
$,none,average,casual,No,lot,No,No,No,Yes,
$,none,loud,casual,No,street,No,No,Yes,Yes,
$$,beer_and_wine,,casual,Yes,lot,Yes,No,,Yes,Yes
$,none,average,casual,Yes,,No,Yes,Yes,Yes,
$$,full_bar,average,casual,No,lot,,No,No,Yes,
$$,none,average,,Yes,,,,,Yes,
$$,none,quiet,casual,No,,,,,Yes,
$,none,,casual,Yes,,Yes,No,,Yes,
$,none,,casual,No,,,No,,Yes,
$,none,quiet,casual,No,,No,No,,Yes,
$,none,,,,garage,,No,,,
$,beer_and_wine,average,casual,No,street,Yes,Yes,No,Yes,
$,none,quiet,casual,No,,No,No,Yes,Yes,
$,none,,,,lot,,,,,
$,beer_and_wine,average,casual,No,lot,No,No,No,Yes,
$$,none,quiet,casual,No,street,No,Yes,Yes,No,
$$,full_bar,very_loud,casual,No,lot,Yes,Yes,No,Yes,
$$,full_bar,average,casual,No,garage,Yes,Yes,Yes,Yes,No
$,full_bar,average,,,lot,,No,,Yes,
$,none,quiet,casual,,,Yes,Yes,Yes,No,
$$,beer_and_wine,average,casual,No,lot,Yes,Yes,No,Yes,
$$,full_bar,very_loud,,,,,No,,Yes,
$$,none,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,beer_and_wine,average,casual,No,garage,No,No,No,Yes,Yes
$,none,average,casual,No,lot,No,Yes,No,No,
$$,full_bar,loud,casual,No,street,Yes,Yes,No,Yes,
$$,full_bar,average,casual,No,garage,Yes,No,,No,
$,beer_and_wine,average,casual,No,,No,Yes,,Yes,
$,none,average,casual,No,,,No,No,Yes,
$,none,,,,lot,Yes,,,,
$,none,average,casual,No,lot,Yes,No,No,Yes,
$$,none,quiet,casual,No,,No,No,Yes,Yes,
$,none,quiet,casual,No,lot,No,Yes,No,Yes,
$$,full_bar,,casual,No,lot,Yes,No,,Yes,
$,none,,,,lot,,,,,
$$,full_bar,loud,,,street,,Yes,,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,No,No,Yes,
$$,full_bar,average,casual,No,street,No,Yes,Yes,Yes,Yes
$$,none,,casual,No,,,,No,Yes,
$$$,full_bar,loud,,,lot,Yes,Yes,,Yes,
$$,full_bar,average,casual,,street,Yes,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,,Yes,
$,none,,,,lot,,,,,
$,none,average,casual,No,lot,No,Yes,No,No,
$,none,average,casual,No,,No,No,No,No,
$$,full_bar,average,casual,No,lot,Yes,No,Yes,Yes,
$,full_bar,average,,,,No,No,,Yes,
$,none,average,casual,No,lot,Yes,Yes,No,Yes,
$$,beer_and_wine,average,,,,,Yes,,Yes,
$$,none,,casual,No,,Yes,,,Yes,
$$,none,quiet,casual,No,,Yes,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$,none,,,,,,,,,
$,none,,,,street,,,,,
$$,beer_and_wine,average,casual,No,,Yes,No,No,Yes,
$,none,average,casual,No,street,No,No,No,Yes,
$$,none,average,casual,No,street,No,Yes,Yes,Yes,
$,none,average,casual,No,street,Yes,No,No,No,
$,full_bar,loud,,,street,,Yes,,Yes,
$,beer_and_wine,average,casual,No,lot,Yes,No,No,Yes,
$,none,quiet,casual,No,,No,No,No,Yes,
$,none,,casual,No,,Yes,No,,Yes,
$$,beer_and_wine,quiet,casual,No,street,No,Yes,No,No,
$$,full_bar,quiet,casual,Yes,lot,No,No,Yes,Yes,
$$,none,average,casual,,street,,,,Yes,
$$,full_bar,quiet,casual,No,lot,No,Yes,Yes,Yes,
$,none,quiet,casual,No,,No,Yes,,No,Yes
$$,beer_and_wine,average,casual,Yes,lot,,Yes,Yes,Yes,Yes
$$,none,,,,lot,,,,,
$$,full_bar,quiet,casual,No,street,Yes,No,No,Yes,
$$,beer_and_wine,average,,,lot,No,No,,Yes,
$$,none,,,,lot,,,,,
$$,none,,,,lot,,,,,
$$,full_bar,average,casual,No,lot,Yes,No,No,Yes,
$$,beer_and_wine,,casual,No,lot,No,No,,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,No,Yes,Yes
$$,full_bar,average,casual,No,lot,No,Yes,Yes,Yes,
$$,none,,,No,lot,,,,,
$,none,,,,street,,,,,
$$,none,,,No,lot,,,,,
$$,full_bar,average,casual,No,street,Yes,No,No,Yes,
$$,none,,,,lot,,,,,
$,beer_and_wine,average,casual,No,lot,Yes,Yes,Yes,Yes,Yes
$$$$,beer_and_wine,very_loud,,,,Yes,Yes,,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,Yes,Yes,
$,none,,casual,Yes,,Yes,No,,Yes,
$,none,average,casual,No,lot,,No,Yes,Yes,
$,none,quiet,casual,No,lot,Yes,No,Yes,No,
$,none,,casual,No,,,No,,Yes,
$,none,,,,,Yes,No,,Yes,
$,none,,,,lot,,,,,
$,none,average,casual,No,,Yes,No,,Yes,
$,none,quiet,casual,Yes,street,No,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,No,Yes,
$$,none,,casual,No,street,Yes,No,,No,
$,none,quiet,casual,Yes,lot,Yes,No,Yes,Yes,
$$,none,,,,lot,,,,,
$$,full_bar,loud,casual,No,street,Yes,Yes,No,Yes,
$$,none,quiet,casual,Yes,street,Yes,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,,Yes,
$,none,,,,lot,Yes,No,,,
$$,full_bar,average,casual,No,street,No,No,No,Yes,
$$,beer_and_wine,average,casual,No,street,Yes,No,No,Yes,
$$,none,,,,,,,,,
$$,none,,,,lot,,Yes,,,
$,none,very_loud,casual,No,,,No,,Yes,
$,none,quiet,casual,No,lot,Yes,Yes,No,Yes,
$$,full_bar,average,dressy,No,valet,No,Yes,,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,Yes,Yes,Yes
$$,beer_and_wine,average,casual,No,street,No,Yes,,Yes,
$,full_bar,average,casual,No,,,Yes,,Yes,
$,none,average,casual,Yes,,Yes,,,Yes,
$$,full_bar,quiet,casual,No,lot,Yes,Yes,Yes,Yes,
$$,full_bar,quiet,casual,No,garage,No,No,,Yes,
$,none,average,casual,No,lot,No,Yes,Yes,Yes,
$$,full_bar,average,casual,Yes,street,No,Yes,Yes,Yes,
$$,none,,,,,,Yes,,,
$$$,none,,,,lot,,,,,
$,none,average,casual,No,lot,,Yes,No,Yes,
$,none,average,casual,,,Yes,No,,Yes,
$$,none,average,casual,No,lot,Yes,No,Yes,Yes,
$$,none,loud,casual,No,,Yes,No,No,Yes,
$$,full_bar,,,,garage,,No,,Yes,
$,none,average,casual,No,,No,,,Yes,
$,none,average,casual,No,,No,Yes,No,Yes,
$$,none,,,Yes,lot,,,,,
$$,full_bar,loud,casual,No,street,No,No,No,Yes,
$$,full_bar,average,casual,No,lot,No,No,No,Yes,
$,none,,casual,No,,No,No,No,Yes,
$$,none,,,,,,,,Yes,
$$,full_bar,average,casual,No,lot,Yes,No,,Yes,
$$,full_bar,average,casual,No,lot,Yes,Yes,Yes,Yes,
$,none,average,casual,No,lot,Yes,No,No,Yes,
$,none,average,casual,No,lot,Yes,No,Yes,Yes,
$$,full_bar,average,casual,No,lot,No,Yes,No,Yes,
$$,none,quiet,casual,No,lot,No,No,Yes,Yes,
$,none,,,,,,,,,
$$,beer_and_wine,average,casual,No,street,Yes,No,Yes,Yes,Yes
$,none,average,casual,No,,No,No,No,Yes,
$$,none,quiet,casual,,,,,,Yes,
$$,none,quiet,casual,,,No,No,,Yes,
$$,none,,,,street,Yes,,,,
$$,beer_and_wine,quiet,casual,No,garage,No,No,No,Yes,
$$,beer_and_wine,average,casual,Yes,lot,No,No,No,Yes,
$$,none,,,,street,,,,,
$$,full_bar,average,casual,No,garage,Yes,No,Yes,Yes,
$,none,,casual,No,,Yes,Yes,No,No,
$$$,full_bar,quiet,dressy,No,valet,Yes,No,No,Yes,No
$$,full_bar,average,,,street,No,No,,Yes,
$,none,average,casual,No,,Yes,No,,Yes,
$$,none,average,casual,No,,Yes,Yes,Yes,Yes,
$$,none,,,,lot,,,,,
$$,none,,,,lot,Yes,,,,
$$,full_bar,average,casual,No,street,Yes,No,No,Yes,
$,none,,casual,No,,,No,,Yes,
$$,full_bar,average,casual,,,,No,,Yes,
$$,none,,,Yes,lot,,,,,
